AnimationName,Timestamp,LeftFoot_P_x,LeftFoot_P_y,LeftFoot_P_z,RightFoot_P_x,RightFoot_P_y,RightFoot_P_z,Neck_P_x,Neck_P_y,Neck_P_z,LeftFoot_V_x,LeftFoot_V_y,LeftFoot_V_z,RightFoot_V_x,RightFoot_V_y,RightFoot_V_z,Neck_V_x,Neck_V_y,Neck_V_z
Walkforward1,4.755904,,-0.2425888,0.1257952,0.1604419,0.07638691,0.07495773,-0.2465409,0.08536237,1.457921,0.1255767,0.5293876,0.05350225,0.7798001,-0.1201205,-0.000686571,-0.3619663,-0.03624521,-0.003510714,-0.03121719
Walkforward1,4.772855,,-0.2312851,0.1271472,0.176174,0.07333685,0.0753534,-0.254416,0.08455423,1.457811,0.125113,0.5651817,0.06759986,0.786604,-0.152503,0.01978353,-0.393755,-0.04040711,-0.00551939,-0.02318621
Walkforward1,4.806754,,-0.206851,0.1298656,0.2047858,0.06601309,0.07799682,-0.2715359,0.08252771,1.457526,0.1248383,1.221708,0.1359232,1.430589,-0.3661878,0.1321711,-0.8559942,-0.101326,-0.01421571,-0.01373477
Walkforward1,4.823938,,-0.1972133,0.1301289,0.2126347,0.06388481,0.08024451,-0.2783584,0.08131012,1.457506,0.1248877,0.4818819,0.01316071,0.3924489,-0.106414,0.1123846,-0.3411263,-0.06087981,-0.001001358,0.002471358
Walkforward1,4.840885,,-0.188683,0.1298932,0.2186595,0.06194923,0.08275131,-0.2846129,0.08001777,1.457582,0.1249261,0.4265167,-0.01178309,0.3012404,-0.09677913,0.12534,-0.3127247,-0.0646174,0.003761053,0.001921132
Walkforward1,4.861917,,-0.1795449,0.1287009,0.2235838,0.05978214,0.08627331,-0.2916385,0.07826956,1.457838,0.12495,0.4569069,-0.05961284,0.2462119,-0.1083542,0.1760997,-0.351277,-0.08741058,0.01280308,0.001195073
Walkforward1,4.878867,,-0.1745037,0.1279532,0.2248412,0.0585315,0.08900316,-0.2967575,0.07682,1.458072,0.1245172,0.2520591,-0.03738627,0.06287247,-0.06253235,0.1364928,-0.2559498,-0.07247776,0.01171827,-0.02164133
Walkforward1,4.895834,,-0.1705442,0.1272951,0.2250463,0.05745059,0.0917159,-0.3016404,0.07535528,1.45831,0.1239131,0.1979753,-0.032904,0.01025423,-0.05404558,0.1356371,-0.2441466,-0.07323623,0.01187921,-0.03020279
Walkforward1,4.912784,,-0.16617,0.126179,0.224062,0.05651148,0.09533355,-0.3096448,0.07248079,1.458808,0.1232486,0.2187088,-0.05580932,-0.04921556,-0.04695524,0.1808822,-0.4002228,-0.1437243,0.02493262,-0.03322437
Walkforward1,4.946872,,-0.1588836,0.1256416,0.2204364,0.0536593,0.1024482,-0.3263397,0.0661186,1.459553,0.1224365,0.3643177,-0.02686903,-0.1812786,-0.1426088,0.3557339,-0.8347407,-0.3181096,0.03725886,-0.04060604
Walkforward1,4.963828,,-0.1566033,0.1268369,0.2181994,0.05163798,0.105318,-0.3336784,0.06322528,1.459638,0.1224438,0.1140162,0.05976707,-0.1118526,-0.1010662,0.1434881,-0.3669366,-0.1446661,0.004214048,0.0003617257
Walkforward1,4.980789,,-0.1565535,0.1283322,0.2123323,0.04699595,0.1087273,-0.3434714,0.06280717,1.459337,0.1239712,0.002489984,0.07476434,-0.2933539,-0.2321014,0.170467,-0.4896492,-0.02090521,-0.01503229,0.07637441
Walkforward1,4.99774,,-0.1568898,0.1301274,0.2056384,0.04175476,0.1124769,-0.3536375,0.0629011,1.458908,0.125799,-0.01681373,0.08976236,-0.3346957,-0.2620595,0.1874797,-0.5083054,0.004696473,-0.02142787,0.09138882
Walkforward1,5.019137,,-0.1564829,0.1299287,0.1985191,0.03966395,0.1177497,-0.3639344,0.06214924,1.459043,0.1263453,0.02034456,-0.009939075,-0.3559642,-0.1045406,0.2636384,-0.5148456,-0.03759321,0.006711483,0.02731532
Walkforward1,5.036088,,-0.1565419,0.1296446,0.1929414,0.03852236,0.1219122,-0.3714142,0.06163781,1.459213,0.1266172,-0.00295043,-0.01420379,-0.2788879,-0.05707983,0.2081264,-0.3739879,-0.02557151,0.008529425,0.01359507
Walkforward1,5.053038,,-0.1581542,0.1290367,0.1869079,0.0380627,0.1251426,-0.3769535,0.0619421,1.459529,0.1269046,-0.08061752,-0.0303939,-0.3016725,-0.02298262,0.1615193,-0.2769649,0.01521446,0.01578331,0.01437068
Walkforward1,5.086935,,-0.1647644,0.127425,0.1688364,0.03714538,0.1336202,-0.3889732,0.06388711,1.45971,0.1295175,-0.3305092,-0.08058473,-0.9035774,-0.04586596,0.4238822,-0.6009862,0.09725075,0.009053946,0.1306452
Walkforward1,5.103884,,-0.168929,0.1266287,0.1584707,0.03703685,0.1383062,-0.3945102,0.06517269,1.459622,0.1313915,-0.2082296,-0.03981665,-0.5182818,-0.00542663,0.2342984,-0.2768517,0.06427914,-0.004410744,0.09369552
Walkforward1,5.120839,,-0.1722763,0.125677,0.1504369,0.03789315,0.1421438,-0.3975495,0.06599637,1.459492,0.1328933,-0.1673631,-0.04758164,-0.4016891,0.04281495,0.1918793,-0.1519635,0.04118383,-0.006484985,0.07509142
Walkforward1,5.137912,,-0.1755856,0.1247807,0.1423438,0.03881059,0.1459885,-0.4001957,0.06684706,1.459309,0.1344794,-0.165464,-0.0448186,-0.4046559,0.04587192,0.1922354,-0.1323119,0.04253425,-0.009137392,0.07930472
Walkforward1,5.15486,,-0.1787034,0.1238309,0.1342926,0.03980643,0.1497038,-0.4017933,0.06775886,1.459015,0.1362469,-0.1558937,-0.04748739,-0.4025586,0.04979204,0.1857653,-0.07987767,0.0455901,-0.01469851,0.08837432
Walkforward1,5.175532,,-0.1827892,0.1230809,0.1244709,0.04173934,0.1533133,-0.4021,0.06852426,1.458721,0.1381617,-0.2042867,-0.0375025,-0.4910871,0.09664577,0.1804732,-0.01533628,0.03826991,-0.01472235,0.09574443
Walkforward1,5.192484,,-0.1864396,0.1228575,0.1164126,0.04409058,0.155246,-0.4006171,0.0687702,1.458554,0.1394713,-0.1825221,-0.01116768,-0.402914,0.1175616,0.09663552,0.07414669,0.01229718,-0.00833869,0.06547943
Walkforward1,5.227077,,-0.1967745,0.1219479,0.09741194,0.0550486,0.1576748,-0.3915974,0.06821735,1.459132,0.1399763,-0.5167432,-0.04548132,-0.9500344,0.547901,0.1214422,0.4509851,-0.0276424,0.02891421,0.02524704
Walkforward1,5.244054,,-0.2018591,0.1215181,0.08967981,0.06158255,0.1571908,-0.3843706,0.06773484,1.459948,0.1384268,-0.2542295,-0.02148859,-0.3866065,0.3266979,-0.02419949,0.3613383,-0.02412535,0.04077554,-0.07747188
Walkforward1,5.261001,,-0.2066923,0.121106,0.08307004,0.06831013,0.1559378,-0.3759928,0.06721145,1.46098,0.1360023,-0.2416611,-0.02060644,-0.3304884,0.336379,-0.06265268,0.418891,-0.02616979,0.05158186,-0.1212254
Walkforward1,5.278025,,-0.2126897,0.1201377,0.07462215,0.07761291,0.1535453,-0.3648509,0.06666733,1.462234,0.1331443,-0.299868,-0.04841276,-0.4223943,0.465139,-0.1196243,0.5570933,-0.0272058,0.06273389,-0.1429006
Walkforward1,5.294985,,-0.2191267,0.1189354,0.06521947,0.0881066,0.1508928,-0.3522619,0.06611003,1.46352,0.1300749,-0.3218502,-0.06011575,-0.4701343,0.5246844,-0.1326263,0.6294519,-0.02786517,0.06428361,-0.1534723
Walkforward1,5.312035,,-0.2254021,0.1174668,0.05610867,0.09672572,0.1475638,-0.3392468,0.06591772,1.464653,0.1274168,-0.3137715,-0.07342994,-0.4555399,0.4309561,-0.1664482,0.6507516,-0.009615719,0.05665421,-0.1329049
Walkforward1,5.333632,,-0.2324926,0.1158417,0.04836455,0.1064647,0.1431273,-0.3227803,0.0658056,1.46583,0.1239171,-0.3545254,-0.08125678,-0.3872059,0.4869506,-0.2218269,0.8233279,-0.005605817,0.05883574,-0.1749825
Walkforward1,5.367976,,-0.2418348,0.110573,0.03174529,0.1193859,0.1340677,-0.2918164,0.06539112,1.467769,0.1196314,-0.4671112,-0.2634354,-0.8309633,0.6460592,-0.4529804,1.548196,-0.02072416,0.0969708,-0.214288
Walkforward1,5.384928,,-0.2458167,0.1084969,0.02298665,0.1257425,0.1292275,-0.2750979,0.06544018,1.468626,0.1173338,-0.1990959,-0.1038052,-0.4379321,0.317828,-0.2420075,0.8359239,0.002453104,0.04285574,-0.1148764
Walkforward1,5.401935,,-0.2497016,0.1063589,0.01374565,0.1322191,0.1244689,-0.2573304,0.06548267,1.469422,0.1149788,-0.1942426,-0.1068998,-0.4620501,0.3238291,-0.2379317,0.888373,0.002124533,0.03980994,-0.1177538
Walkforward1,5.418918,,-0.2537076,0.1034395,0.001709087,0.1408227,0.1178097,-0.2331291,0.06535564,1.470306,0.1122383,-0.2002999,-0.1459695,-0.6018279,0.4301824,-0.3329586,1.210066,-0.00635162,0.04418492,-0.1370229
Walkforward1,5.435866,,-0.2572529,0.1007177,-0.009935458,0.1486288,0.1121818,-0.2094607,0.06523851,1.470994,0.1096584,-0.1772642,-0.1360919,-0.5822273,0.3903046,-0.281395,1.183421,-0.005856156,0.03439784,-0.1289975
Walkforward1,5.452911,,-0.2592495,0.09857167,-0.01881156,0.154248,0.1079731,-0.1905852,0.06496139,1.471429,0.107948,-0.09983182,-0.1072992,-0.4438053,0.2809621,-0.2104361,0.9437762,-0.01385622,0.02173185,-0.08551776
Walkforward2,0,,-0.1355866,0.04297585,-0.08979963,0.2617019,0.09062403,0.08349043,-0.0357857,1.471508,0.04616095,6.183147,-2.779791,-3.549403,5.372694,-0.8674529,13.70378,-5.037355,0.003951788,-3.089352
Walkforward2,0.01705582,,-0.1350214,0.043137,-0.09487645,0.2603621,0.08950324,0.09916749,-0.03607798,1.471328,0.04613028,0.0282608,0.008057244,-0.2538413,-0.06698817,-0.05603991,0.7838529,-0.01461357,-0.00898838,-0.001533888
Walkforward2,0.05106126,,-0.1357185,0.04381517,-0.1065122,0.2569583,0.0894153,0.1369796,-0.03639603,1.4709,0.04560672,-0.03485754,0.0339089,-0.5817875,-0.1701906,-0.00439696,1.890606,-0.01590271,-0.02142191,-0.0261778
Walkforward2,0.0680255,,-0.1368442,0.04445047,-0.1127136,0.2551816,0.09020477,0.1559313,-0.03644725,1.47073,0.04535535,-0.0562869,0.03176499,-0.3100678,-0.08883923,0.03947355,0.9475842,-0.002560951,-0.00847578,-0.01256857
Walkforward2,0.0850004,,-0.137999,0.04556713,-0.1176993,0.2533893,0.09044813,0.1676031,-0.03652916,1.470718,0.04510571,-0.05773902,0.05583297,-0.2492845,-0.08961409,0.01216792,0.5835921,-0.00409577,-0.0006020069,-0.01248196
Walkforward2,0.1020191,,-0.1391813,0.04675352,-0.1227825,0.2515771,0.09091591,0.1788186,-0.03658753,1.470717,0.04485419,-0.05911142,0.05931929,-0.2541606,-0.09060651,0.02338924,0.5607732,-0.00291802,-7.152557E-05,-0.01257621
Walkforward2,0.1190204,,-0.1411743,0.04830583,-0.1285392,0.2492754,0.0906117,0.1864034,-0.03645803,1.470923,0.04459487,-0.09965375,0.07761549,-0.2878357,-0.1150861,-0.01521036,0.379239,0.006474741,0.01031756,-0.01296587
Walkforward2,0.1359693,,-0.1433001,0.04977154,-0.1362002,0.2463512,0.0901396,0.1925357,-0.03620535,1.471164,0.0446882,-0.1062877,0.07328559,-0.3830522,-0.1462102,-0.0236053,0.3066182,0.01263395,0.01206398,0.004666671
Walkforward2,0.161225,,-0.1483681,0.05181389,-0.1633885,0.2369921,0.08704536,0.1901769,-0.03486647,1.471772,0.04769165,-0.2534017,0.1021177,-1.359416,-0.4679568,-0.1547117,-0.1179427,0.06694403,0.03038645,0.1501726
Walkforward2,0.1781754,,-0.1496131,0.05355001,-0.1731143,0.2324162,0.0864093,0.1889567,-0.03470231,1.471901,0.04846501,-0.06225109,0.08680578,-0.4862897,-0.2287917,-0.03180318,-0.06100759,0.008207932,0.006443262,0.03866758
Walkforward2,0.1951246,,-0.1499401,0.0551537,-0.1787568,0.2285779,0.08651273,0.1878856,-0.03486982,1.471942,0.04864774,-0.01634657,0.08018445,-0.2821214,-0.1919158,0.005171448,-0.05355924,-0.00837557,0.00205636,0.009136647
Walkforward2,0.229048,,-0.150401,0.05832327,-0.1892862,0.2212581,0.08556131,0.1824193,-0.0350941,1.472276,0.04962329,-0.02304465,0.1584787,-0.5264737,-0.3659904,-0.04757084,-0.2733149,-0.01121406,0.01671314,0.04877765
Walkforward2,0.2460548,,-0.152652,0.06116234,-0.1969105,0.2151803,0.0851729,0.1803268,-0.03428985,1.472458,0.04993995,-0.1125492,0.1419535,-0.3812127,-0.3038906,-0.01942068,-0.1046233,0.04021265,0.009101629,0.01583286
Walkforward2,0.2630206,,-0.1555134,0.06450441,-0.2052292,0.2084702,0.08498901,0.1785343,-0.03318755,1.472608,0.05019761,-0.1430705,0.1671033,-0.4159346,-0.3355034,-0.009194389,-0.08962601,0.0551153,0.007504225,0.01288299
Walkforward2,0.2800334,,-0.1580677,0.06794892,-0.2163359,0.2029965,0.08704656,0.1729327,-0.03210527,1.472329,0.05332091,-0.1277164,0.1722254,-0.555338,-0.2736866,0.1028776,-0.2800785,0.05411357,-0.01396537,0.1561651
Walkforward2,0.2970699,,-0.1606819,0.07156349,-0.2279157,0.1973197,0.09003156,0.166321,-0.03102442,1.471879,0.05723096,-0.1307085,0.1807287,-0.5789906,-0.2838418,0.1492497,-0.3305845,0.05404279,-0.02250671,0.1955023
Walkforward2,0.3186133,,-0.162624,0.07457981,-0.2389336,0.1898346,0.09227738,0.1591354,-0.02893375,1.471671,0.06038132,-0.09710491,0.1508158,-0.5508944,-0.3742553,0.1122911,-0.3592797,0.1045335,-0.01038313,0.1575179
Walkforward2,0.3359924,,-0.164204,0.07706318,-0.2475348,0.183743,0.09379278,0.1529953,-0.02726017,1.471541,0.06279467,-0.07900447,0.1241688,-0.4300557,-0.3045782,0.07577017,-0.3070049,0.08367877,-0.006532669,0.1206677
Walkforward2,0.3699643,,-0.1702172,0.08422157,-0.2669401,0.1725464,0.09390261,0.1358892,-0.0247947,1.471522,0.06868512,-0.30066,0.3579196,-0.9702682,-0.55983,0.00549145,-0.8553066,0.1232735,-0.0009477139,0.2945226
Walkforward2,0.3869708,,-0.1757863,0.08793838,-0.2766853,0.1680678,0.09163987,0.1263193,-0.02292865,1.47167,0.07254868,-0.278455,0.1858406,-0.4872575,-0.2239287,-0.1131371,-0.4784942,0.0933026,0.007396936,0.1931779
Walkforward2,0.40404,,-0.1810277,0.09168365,-0.2856343,0.1636325,0.08968901,0.1169676,-0.02107418,1.471666,0.07657107,-0.2620697,0.1872633,-0.4474506,-0.221768,-0.097543,-0.4675835,0.09272369,-0.0002026558,0.2011195
Walkforward2,0.4209869,,-0.1847343,0.09504829,-0.292567,0.1592605,0.08824798,0.1085363,-0.01924593,1.471382,0.0810102,-0.1853295,0.1682319,-0.3466368,-0.2185993,-0.07205121,-0.4215647,0.09141239,-0.01416206,0.2219565
Walkforward2,0.4379712,,-0.1883852,0.09864117,-0.2996408,0.1552714,0.08682974,0.09916591,-0.01745026,1.471083,0.08548081,-0.1825452,0.1796443,-0.353688,-0.1994535,-0.07091202,-0.4685216,0.0897835,-0.01495481,0.2235305
Walkforward2,0.4549193,,-0.1920394,0.1026519,-0.3070351,0.1522536,0.08529825,0.08737501,-0.01572981,1.47083,0.08999313,-0.1827084,0.2005361,-0.3697187,-0.1508892,-0.07657483,-0.5895451,0.08602273,-0.01267195,0.2256162
Walkforward2,0.4765618,,-0.1957273,0.1071188,-0.3141997,0.1486832,0.08394019,0.07473741,-0.0138263,1.470457,0.09451363,-0.1843937,0.2233453,-0.3582269,-0.1785189,-0.0679031,-0.63188,0.09517535,-0.01863837,0.2260249
Walkforward2,0.5109166,,-0.1997155,0.1129688,-0.3216115,0.1436178,0.08249973,0.05928882,-0.01122667,1.469836,0.09997648,-0.1994111,0.2925016,-0.3705889,-0.2532706,-0.0720229,-0.7724293,0.1299817,-0.03106594,0.2731424
Walkforward2,0.5279254,,-0.2015618,0.1160786,-0.3255863,0.1412251,0.08174813,0.05167422,-0.009818264,1.469472,0.1033411,-0.09231716,0.1554903,-0.1987427,-0.1196362,-0.03757998,-0.3807303,0.07042005,-0.01817346,0.1682304
Walkforward2,0.5449272,,-0.2050045,0.1182022,-0.3255278,0.1390955,0.08125065,0.04267506,-0.007676672,1.469311,0.1057423,-0.1721323,0.1061764,0.002925098,-0.1064815,-0.02487376,-0.4499579,0.1070796,-0.00808239,0.1200587
Walkforward2,0.5618784,,-0.2089336,0.1198978,-0.3235911,0.1370126,0.08093034,0.03307346,-0.005190773,1.469224,0.1076652,-0.1964577,0.08478314,0.09683669,-0.1041465,-0.0160154,-0.48008,0.1242949,-0.004303455,0.09614602
Walkforward2,0.5788261,,-0.2124415,0.1212744,-0.321461,0.1355835,0.08070219,0.02414154,-0.003153803,1.469092,0.1098728,-0.1753926,0.06882921,0.106506,-0.07145181,-0.01140796,-0.4465961,0.1018485,-0.006633997,0.11038
Walkforward2,0.5959004,,-0.2155252,0.1226087,-0.3192594,0.1343687,0.08055331,0.0153933,-0.001266571,1.468931,0.1122074,-0.154186,0.06671287,0.1100764,-0.0607416,-0.007443875,-0.4374118,0.09436161,-0.008052588,0.1167323
Walkforward2,0.6129251,,-0.2187714,0.123983,-0.3147996,0.1325435,0.07958347,0.007506671,0.001297297,1.468812,0.1140475,-0.1623087,0.06871819,0.2229929,-0.09125844,-0.0484921,-0.3943315,0.1281934,-0.005930662,0.09200349
Walkforward2,0.6344993,,-0.2225128,0.1257858,-0.3077088,0.1299992,0.0779923,-0.002387365,0.004841201,1.468671,0.1159956,-0.1870699,0.09013973,0.3545374,-0.1272157,-0.07955842,-0.4947018,0.1771952,-0.007039309,0.09740405
Walkforward2,0.6683981,,-0.2318501,0.125345,-0.2826472,0.1289735,0.07426929,-0.02052539,0.0109583,1.469452,0.1145496,-0.4668683,-0.02204254,1.253082,-0.05128309,-0.1861505,-0.9069014,0.3058551,0.039047,-0.07229969
Walkforward2,0.6858305,,-0.2345176,0.1239937,-0.2715482,0.1300393,0.07420094,-0.02752252,0.0123822,1.469696,0.1133824,-0.1333736,-0.06756522,0.554949,0.05328655,-0.003417209,-0.3498565,0.0711951,0.01217723,-0.05835779
Walkforward2,0.7028358,,-0.2356397,0.1221989,-0.259486,0.131163,0.07362642,-0.03438435,0.01368015,1.469952,0.1121987,-0.05610213,-0.0897374,0.6031111,0.05618557,-0.02872609,-0.3430913,0.06489726,0.01279712,-0.05918443
Walkforward2,0.7198284,,-0.2308857,0.1173915,-0.2413467,0.1332343,0.07057501,-0.04135279,0.01458545,1.47044,0.1109032,0.2377003,-0.2403732,0.9069659,0.1035668,-0.1525708,-0.3484221,0.04526512,0.02439022,-0.0647787
Walkforward2,0.7368535,,-0.2260431,0.1131202,-0.2233805,0.1343176,0.06787749,-0.0485244,0.01586434,1.470703,0.1099733,0.242126,-0.2135631,0.8983105,0.05416498,-0.1348756,-0.3585804,0.06394424,0.01314878,-0.04649162
Walkforward2,0.7709197,,-0.2205498,0.1058143,-0.1882824,0.1288286,0.06496168,-0.06384934,0.02112995,1.470169,0.1100811,0.2746649,-0.3652971,1.754902,-0.2744526,-0.1457907,-0.7662473,0.2632809,-0.02667308,0.005389377
Walkforward2,0.7709197,,-0.2205498,0.1058143,-0.1882824,0.1288286,0.06496168,-0.06384934,0.02112995,1.470169,0.1100811,0,0,0,0,0,0,0,0,0
Walkforward2,0.810115,,-0.2185614,0.09855567,-0.1352607,0.1232803,0.06343152,-0.07946653,0.02304748,1.470776,0.1016764,0.09942055,-0.3629293,2.651085,-0.2774112,-0.07650815,-0.7808592,0.0958764,0.03032684,-0.420237
Walkforward2,0.8270638,,-0.2169055,0.09691761,-0.115349,0.1228864,0.0627943,-0.0839093,0.02277942,1.47114,0.09713297,0.08279383,-0.08190311,0.9955842,-0.01969524,-0.03186092,-0.2221387,-0.01340322,0.01820922,-0.2271704
Walkforward2,0.8440142,,-0.213618,0.0948062,-0.09095535,0.1228121,0.06244948,-0.08891848,0.02260205,1.471272,0.09246975,0.1643799,-0.1055703,1.219684,-0.003714859,-0.01724083,-0.2504587,-0.008868519,0.006628036,-0.2331611
Walkforward2,0.860963,,-0.2089869,0.0931242,-0.06393991,0.1228254,0.06220911,-0.0942333,0.0224377,1.471189,0.08775304,0.2315536,-0.08409992,1.350772,0.0006642193,-0.01201853,-0.2657413,-0.008217618,-0.004190207,-0.2358358
Walkforward2,0.8779126,,-0.2031286,0.09202795,-0.04084836,0.1228087,0.0621548,-0.09892106,0.02188029,1.47103,0.08398647,0.2929121,-0.05481243,1.154577,-0.0008355826,-0.00271555,-0.2343878,-0.0278702,-0.007921457,-0.1883283
Walkforward2,0.8948611,,-0.1965214,0.09146921,-0.01979061,0.1227451,0.06218494,-0.103279,0.0211131,1.470815,0.08071817,0.330364,-0.02793744,1.052888,-0.003180653,0.00150688,-0.217896,-0.03835959,-0.01075864,-0.1634151
Walkforward2,0.9287804,,-0.1806487,0.09159248,0.02141413,0.1213527,0.06269398,-0.1139551,0.01954708,1.470793,0.0766853,0.7936329,0.006163493,2.060237,-0.06961897,0.0254523,-0.5338058,-0.07830086,-0.001108646,-0.2016433
Walkforward2,0.9494308,,-0.1676381,0.09224693,0.05060105,0.1194702,0.06272306,-0.1243409,0.01779789,1.470303,0.07437187,0.6505296,0.03272295,1.459346,-0.09412766,0.001453981,-0.5192906,-0.08745985,-0.02449155,-0.1156718
Walkforward2,0.9667469,,-0.1554368,0.09411354,0.07660854,0.1175658,0.06264126,-0.1339231,0.01614607,1.469657,0.07236735,0.6100677,0.09333007,1.300374,-0.09521991,-0.004090369,-0.4791118,-0.0825908,-0.03228188,-0.100226
Walkforward2,0.9837884,,-0.1462391,0.09592504,0.09521207,0.1161549,0.062217,-0.1404919,0.01503405,1.469063,0.07139991,0.4598826,0.09057522,0.9301767,-0.07054545,-0.02121273,-0.328438,-0.05560094,-0.02969503,-0.04837178
Walkforward2,1.000787,,-0.1368366,0.09846383,0.1135499,0.1146859,0.06178221,-0.1470289,0.01393099,1.468414,0.0704897,0.4701272,0.1269396,0.9168893,-0.07345043,-0.02173968,-0.326848,-0.05515297,-0.03249049,-0.04551075
Walkforward2,1.017771,,-0.1280437,0.1011914,0.1301712,0.1131523,0.06136015,-0.1539695,0.01300813,1.467788,0.07007003,0.4396446,0.1363765,0.8310668,-0.07668026,-0.02110302,-0.3470294,-0.04614284,-0.03129244,-0.02098344
Walkforward2,1.034768,,-0.1190217,0.1045199,0.1465894,0.111533,0.06096574,-0.1609522,0.01210006,1.467117,0.06971188,0.4510965,0.1664247,0.8209117,-0.08096062,-0.0197202,-0.3491379,-0.04540384,-0.03355145,-0.01790747
Walkforward2,1.068792,,-0.09952296,0.1122226,0.1778867,0.1073196,0.06061862,-0.1764751,0.0105815,1.465707,0.06981057,0.9749387,0.3851395,1.564862,-0.2106711,-0.01735594,-0.7761434,-0.07592766,-0.07046461,0.00493452
Walkforward2,1.085776,,-0.08800399,0.1177214,0.1955144,0.1046435,0.06064298,-0.1856624,0.009975604,1.464849,0.0700488,0.5759485,0.2749365,0.8813858,-0.1338046,0.001217984,-0.4593655,-0.03029504,-0.04293323,0.01191162
Walkforward2,1.107375,,-0.07496496,0.1243715,0.2145981,0.1020421,0.0610921,-0.196171,0.009198786,1.463867,0.07067595,0.6519515,0.3325038,0.9541877,-0.1300689,0.02245605,-0.5254306,-0.0388409,-0.04909635,0.03135763
Walkforward2,1.12475,,-0.06678821,0.1278991,0.2249284,0.10137,0.06203933,-0.2030116,0.008543007,1.463341,0.07164821,0.4088376,0.1763836,0.5165138,-0.03360808,0.04736129,-0.3420301,-0.03278894,-0.02628565,0.0486128
Walkforward2,1.141741,,-0.05783363,0.1315108,0.2334226,0.09989166,0.06344151,-0.2104718,0.007819034,1.462764,0.0729596,0.4477291,0.1805827,0.4247114,-0.07391647,0.07010922,-0.3730111,-0.03619865,-0.02884865,0.06556958
Walkforward2,1.158735,,-0.04768351,0.1351511,0.2401593,0.09754897,0.06535752,-0.2186883,0.007005752,1.462123,0.07464318,0.5075062,0.1820162,0.3368318,-0.1171343,0.09580031,-0.4108235,-0.04066411,-0.03206134,0.08417889
Walkforward2,1.175801,,-0.04016408,0.1369618,0.2428833,0.09453086,0.06734251,-0.2274313,0.00656604,1.461684,0.07647177,0.3759716,0.09053275,0.1362011,-0.1509055,0.09924956,-0.4371487,-0.02198559,-0.02197027,0.09142943
Walkforward2,1.209843,,-0.02908772,0.1365769,0.2384433,0.08646773,0.0707492,-0.2445613,0.006057038,1.461285,0.07930916,0.553818,-0.01924485,-0.2219975,-0.4031565,0.1703344,-0.8564994,-0.02545011,-0.01990199,0.1418695
Walkforward2,1.226792,,-0.02425028,0.1360902,0.2339594,0.08156172,0.07155253,-0.2517101,0.005509429,1.461193,0.07941747,0.2418717,-0.0243336,-0.2241977,-0.2453003,0.04016645,-0.3574446,-0.02738044,-0.004643202,0.005415455
Walkforward2,1.243759,,-0.02043013,0.1355298,0.2295811,0.07693212,0.07277251,-0.2604388,0.005073481,1.461262,0.07993505,0.1910078,-0.02801791,-0.2189167,-0.2314799,0.06099902,-0.4364327,-0.0217974,0.003486872,0.02587922
Walkforward2,1.268967,,-0.01576893,0.1345278,0.2221473,0.06996512,0.0752885,-0.2750885,0.004422732,1.461512,0.08106153,0.2330597,-0.05009994,-0.3716893,-0.3483504,0.1257993,-0.7324859,-0.03253745,0.01246333,0.05632378
Walkforward2,1.285917,,-0.01508025,0.1343729,0.2161757,0.06486998,0.07788691,-0.2873246,0.003155313,1.461683,0.08152318,0.03443421,-0.007747859,-0.2985798,-0.2547566,0.1299206,-0.6118044,-0.06337094,0.008547306,0.02308264
